snapshot_utc,pid,process_name,subsystem,state,cpu_pct,mem_kb,mem_pct,priority,threads,open_fds,elapsed_time,last_cpu_time_us,sched_policy,context_switches,description,arquivo_origem,data_processamento,satellite_id,orbit_number,orbit_plane,timestamp_utc,sequence_number,anomalies,checksum,thermal_obc_temp_c,thermal_battery_temp_c,thermal_panel_temp_c,thermal_structure_temp_c,power_bus_voltage_v,power_solar_current_a,power_load_current_a,power_battery_soc_pct,power_in_eclipse,power_power_balance_w,orbital_latitude_deg,orbital_longitude_deg,orbital_altitude_km,orbital_velocity_km_s,orbital_inclination_deg,orbital_raan_deg,attitude_roll_deg,attitude_pitch_deg,attitude_yaw_deg,attitude_angular_rate_x,attitude_angular_rate_y,attitude_angular_rate_z,subsystems_obc_state,subsystems_obc_uptime_s,subsystems_obc_error_count,subsystems_adcs_state,subsystems_adcs_uptime_s,subsystems_adcs_error_count,subsystems_eps_state,subsystems_eps_uptime_s,subsystems_eps_error_count,subsystems_comms_state,subsystems_comms_uptime_s,subsystems_comms_error_count,subsystems_tcs_state,subsystems_tcs_uptime_s,subsystems_tcs_error_count,subsystems_payload_state,subsystems_payload_uptime_s,subsystems_payload_error_count,comms_rssi_dbm,comms_snr_db,comms_ber,comms_packets_sent,comms_packets_lost,comms_last_contact_station,timestamp,temp_obc_c,temp_bateria_c,temp_painel_solar_c,tensao_bus_v,corrente_solar_a,corrente_carga_a,soc_bateria_pct,latitude_deg,longitude_deg,altitude_km,em_eclipse,rssi_dbm,ber,estado_obc,estado_adcs,estado_eps,estado_comms,estado_tcs,estado_payload
2026-06-16T14:32:07Z,302.0,mppt_ctrl,EPS,S,0.32,1069.0,0.408,0.0,7.0,46.0,412:42:38,31493.0,SCHED_RR,70027.0,MPPT solar controller,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,303.0,battery_manager,EPS,S,0.54,1496.0,0.571,-5.0,8.0,26.0,165:47:00,33620.0,SCHED_RR,64852.0,Battery charge/discharge manager,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,401.0,comms_handler,COMMS,S,4.1,8481.0,3.235,5.0,4.0,21.0,345:46:47,34871.0,SCHED_RR,74893.0,Main communications handler,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,402.0,ax25_stack,COMMS,S,1.47,2078.0,0.793,5.0,4.0,20.0,435:52:07,38212.0,SCHED_RR,52816.0,AX.25 protocol stack,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,403.0,uplink_parser,COMMS,S,0.89,1546.0,0.59,5.0,4.0,29.0,303:21:44,27787.0,SCHED_OTHER,9483.0,Uplink command parser,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,404.0,downlink_queue,COMMS,S,1.16,1945.0,0.742,5.0,5.0,30.0,267:59:08,11396.0,SCHED_RR,21605.0,Downlink data queue manager,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,501.0,tcs_daemon,TCS,S,0.23,1065.0,0.406,0.0,7.0,59.0,514:42:40,29408.0,SCHED_FIFO,49624.0,Thermal control system daemon,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,502.0,heater_ctrl,TCS,S,0.3,492.0,0.188,0.0,6.0,52.0,706:26:43,22323.0,SCHED_OTHER,72017.0,Heater controller,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,601.0,payload_main,PAYLOAD,R,8.74,16401.0,6.256,10.0,7.0,47.0,645:55:20,39516.0,SCHED_RR,70909.0,Main payload controller,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,602.0,img_capture,PAYLOAD,R,6.37,33468.0,12.767,10.0,1.0,3.0,187:54:28,21463.0,SCHED_RR,24471.0,Image capture process,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,603.0,img_compress,PAYLOAD,R,9.11,24183.0,9.225,10.0,4.0,35.0,353:29:09,39944.0,SCHED_OTHER,88303.0,Image compression (CCSDS 122),processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,604.0,data_store,PAYLOAD,S,2.2,8381.0,3.197,5.0,6.0,41.0,120:19:25,39599.0,SCHED_FIFO,41321.0,On-board mass memory manager,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,701.0,logger,OBC,S,0.42,1997.0,0.762,-5.0,7.0,59.0,589:35:24,22588.0,SCHED_FIFO,58671.0,System event logger,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,702.0,telemetry_gen,OBC,S,1.71,3993.0,1.523,0.0,7.0,32.0,325:24:43,34227.0,SCHED_OTHER,51748.0,Telemetry frame generator,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,703.0,time_sync,OBC,S,0.09,518.0,0.198,0.0,5.0,60.0,02:54:59,30578.0,SCHED_OTHER,74162.0,On-board time synchronisation,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,704.0,health_check,OBC,S,0.33,1011.0,0.386,-5.0,1.0,4.0,216:46:14,45755.0,SCHED_RR,71706.0,Subsystem health check daemon,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,705.0,cmd_executor,OBC,S,0.42,2028.0,0.774,0.0,3.0,64.0,628:12:23,17909.0,SCHED_RR,79241.0,Telecommand executor,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-16T14:32:07Z,801.0,crypto_daemon,COMMS,S,0.73,2953.0,1.126,-5.0,3.0,29.0,574:52:17,24496.0,SCHED_RR,33297.0,Crypto/authentication daemon,processos_embarcados.csv,2026-06-16 20:18:28.005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,A,2026-06-01T00:00:00Z,1.0,[],0x87e2da56,27.883,23.079,92.05,25.67,27.843,4.535,2.517,78.234,True,58.81,-10.477,-45.641,549.888,7.5692,97.6,165.978,0.052,-0.4455,-0.325,0.00845,-0.00881,-0.00039,NOMINAL,63228.0,0.0,NOMINAL,1001209.0,1.0,NOMINAL,2276296.0,1.0,NOMINAL,1386801.0,0.0,NOMINAL,729490.0,3.0,NOMINAL,346785.0,5.0,-83.732,21.79,7.83967e-06,131.0,0.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,B,2026-06-01T00:00:30Z,2.0,[],0x57db3d2d,26.704,22.151,-16.6,13.0,27.678,4.761,2.399,77.791,False,65.92,-10.594,-46.397,549.696,7.6213,97.6,165.978,0.0849,-0.3877,0.2524,0.0041,0.00145,0.00681,NOMINAL,1322767.0,3.0,NOMINAL,1764616.0,5.0,NOMINAL,975681.0,1.0,NOMINAL,236788.0,2.0,NOMINAL,910122.0,0.0,NOMINAL,2296480.0,0.0,-84.151,16.51,3.60385e-06,141.0,2.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,B,2026-06-01T00:01:00Z,3.0,[],0xb4e96157,25.535,22.101,103.14,26.06,27.573,4.839,1.634,77.467,False,3.41,-11.689,-45.516,549.489,7.5776,97.6,165.978,-0.437,0.0694,0.3525,-0.00497,-0.0052,0.0087,NOMINAL,896496.0,0.0,NOMINAL,2579105.0,1.0,NOMINAL,1598145.0,5.0,NOMINAL,1410388.0,3.0,NOMINAL,1430328.0,5.0,NOMINAL,655698.0,1.0,-85.58,8.17,5.31431e-06,105.0,1.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,C,2026-06-01T00:01:30Z,4.0,[],0xf561d30,24.085,23.083,92.6,14.59,27.519,5.045,3.876,77.335,True,3.06,-10.649,-47.361,549.296,7.6456,97.6,165.978,0.243,-0.1038,-0.424,-0.00622,-0.00261,0.00876,NOMINAL,1069595.0,3.0,NOMINAL,701462.0,0.0,NOMINAL,1113004.0,0.0,NOMINAL,2472998.0,4.0,NOMINAL,1151520.0,0.0,NOMINAL,1886235.0,3.0,-87.2,21.4,8.01593e-06,176.0,3.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,A,2026-06-01T00:02:00Z,5.0,[],0x3a5c26c1,23.967,23.277,78.56,35.63,27.607,5.287,3.265,76.685,True,12.63,-10.219,-48.976,549.189,7.6226,97.6,165.978,-0.0696,-0.3249,-0.1319,-0.00557,0.00522,0.007,NOMINAL,1344096.0,1.0,NOMINAL,2073300.0,2.0,NOMINAL,2291405.0,3.0,NOMINAL,775649.0,5.0,NOMINAL,1071115.0,0.0,NOMINAL,138018.0,1.0,-86.956,13.32,1.97403e-06,191.0,2.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,B,2026-06-01T00:02:30Z,6.0,[],0x2fd9577c,23.268,23.847,103.44,18.02,27.726,5.486,5.405,76.362,False,56.06,-10.871,-47.436,548.859,7.6481,97.6,165.978,-0.0117,0.2033,0.2225,0.0074,0.00831,-0.00307,NOMINAL,159543.0,5.0,NOMINAL,1819567.0,2.0,NOMINAL,463673.0,5.0,NOMINAL,2455395.0,1.0,NOMINAL,2141322.0,2.0,NOMINAL,1625945.0,5.0,-88.235,11.95,8.91498e-06,81.0,2.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,C,2026-06-01T00:03:00Z,7.0,[],0xecd8e335,23.196,22.972,89.16,28.53,27.919,5.685,4.934,76.471,True,78.21,-10.895,-45.959,549.161,7.6329,97.6,165.978,0.3358,0.3008,0.2408,-0.00069,0.00581,0.00626,NOMINAL,969050.0,0.0,NOMINAL,919047.0,2.0,SAFE_MODE,1142742.0,4.0,NOMINAL,1516939.0,4.0,NOMINAL,2145450.0,1.0,NOMINAL,2166353.0,3.0,-88.121,12.98,2.20568e-06,182.0,3.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,A,2026-06-01T00:03:30Z,8.0,[],0x64e6d311,23.289,23.015,46.29,33.73,28.105,5.906,4.685,76.757,True,113.62,-10.274,-44.542,548.684,7.5616,97.6,165.978,-0.2003,-0.0084,-0.1263,0.00142,0.00075,-0.00126,NOMINAL,1746147.0,1.0,NOMINAL,2122124.0,2.0,NOMINAL,982630.0,0.0,NOMINAL,894539.0,2.0,NOMINAL,2008088.0,2.0,NOMINAL,88305.0,4.0,-87.589,10.51,2.29274e-06,47.0,4.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,B,2026-06-01T00:04:00Z,9.0,[],0x4ae170bc,22.845,23.108,65.78,26.06,28.029,6.144,4.592,76.642,False,41.45,-9.186,-46.021,548.671,7.6318,97.6,165.978,0.4095,-0.378,-0.1192,-0.00303,-0.00412,0.00068,NOMINAL,2180058.0,3.0,NOMINAL,2277484.0,3.0,NOMINAL,220506.0,1.0,NOMINAL,836371.0,4.0,NOMINAL,649741.0,1.0,NOMINAL,253952.0,2.0,-87.365,18.36,2.39142e-06,45.0,3.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,C,2026-06-01T00:04:30Z,10.0,[],0xde023d2c,21.7,22.465,-4.72,21.0,28.167,6.387,5.208,76.07,True,56.4,-8.218,-45.08,548.833,7.5748,97.6,165.978,-0.4709,-0.4006,-0.1457,-0.00441,0.00073,-0.00952,NOMINAL,389699.0,2.0,NOMINAL,2165119.0,4.0,NOMINAL,1987021.0,1.0,NOMINAL,1118086.0,4.0,NOMINAL,2459083.0,4.0,NOMINAL,1174721.0,3.0,-85.882,24.87,5.34195e-06,174.0,0.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,A,2026-06-01T00:05:00Z,11.0,[],0x6a0134f7,21.851,21.568,71.12,39.09,28.071,6.151,1.88,76.204,True,101.29,-7.635,-45.116,548.976,7.5689,97.6,165.978,0.2238,-0.0279,-0.3312,0.00535,-0.00356,0.0051,NOMINAL,801043.0,2.0,NOMINAL,501904.0,2.0,NOMINAL,1482680.0,3.0,NOMINAL,464525.0,4.0,NOMINAL,1887827.0,2.0,DEGRADED,566297.0,1.0,-85.831,20.78,6.45586e-06,58.0,4.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,C,2026-06-01T00:05:30Z,12.0,[],0xfccd5bf9,21.414,22.547,6.26,27.8,28.01,6.273,3.55,76.562,False,113.47,-6.656,-45.924,548.79,7.6479,97.6,165.978,-0.2219,0.1577,-0.2248,-0.00177,0.00713,0.00163,SAFE_MODE,629820.0,2.0,NOMINAL,2046156.0,3.0,NOMINAL,951767.0,3.0,NOMINAL,1742633.0,2.0,NOMINAL,1567697.0,1.0,NOMINAL,470783.0,1.0,-85.086,9.67,3.942e-06,23.0,3.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,C,2026-06-01T00:06:00Z,13.0,[],0xb02a4c30,20.55,22.568,99.26,21.78,28.195,6.082,2.097,75.905,True,109.21,-6.182,-44.886,548.49,7.5859,97.6,165.978,-0.1802,0.4974,-0.2186,-0.00472,-0.00417,-0.006,NOMINAL,2057309.0,1.0,NOMINAL,602842.0,0.0,NOMINAL,67548.0,4.0,NOMINAL,1249423.0,0.0,NOMINAL,2128903.0,4.0,NOMINAL,1171648.0,0.0,-85.246,18.5,7.64748e-06,185.0,4.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,A,2026-06-01T00:06:30Z,14.0,[],0x112708a5,20.241,22.824,20.94,28.63,28.028,5.895,4.735,76.274,False,79.51,-7.244,-44.122,548.664,7.63,97.6,165.978,0.2419,-0.2089,0.205,-0.00166,0.00662,-0.00091,NOMINAL,2204456.0,4.0,SAFE_MODE,662659.0,3.0,NOMINAL,258002.0,0.0,NOMINAL,1808296.0,0.0,DEGRADED,386932.0,3.0,NOMINAL,1842446.0,1.0,-86.888,11.17,1.42504e-06,189.0,5.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,B,2026-06-01T00:07:00Z,15.0,[],0xa095e132,20.034,23.747,17.83,36.76,28.228,6.082,5.397,75.844,False,40.61,-6.786,-42.905,549.023,7.6089,97.6,165.978,0.4473,0.0982,0.196,-0.00725,-0.00202,0.00584,NOMINAL,1026293.0,4.0,NOMINAL,209733.0,3.0,NOMINAL,161869.0,0.0,NOMINAL,2472574.0,4.0,NOMINAL,871553.0,5.0,NOMINAL,2330184.0,4.0,-88.581,22.88,4.73941e-06,135.0,1.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,A,2026-06-01T00:07:30Z,16.0,[],0xa5bf5b50,19.535,23.126,40.51,23.61,28.242,5.854,5.091,75.58,True,79.58,-6.387,-44.888,549.095,7.5883,97.6,165.978,0.4676,0.0736,-0.0227,-0.0056,0.0048,-0.00766,NOMINAL,1481701.0,5.0,SAFE_MODE,1938865.0,1.0,NOMINAL,1258699.0,3.0,NOMINAL,1439395.0,0.0,NOMINAL,1233797.0,3.0,SAFE_MODE,1094892.0,3.0,-88.118,20.88,7.63027e-06,161.0,1.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,B,2026-06-01T00:08:00Z,17.0,[],0x82a74051,19.359,23.252,89.71,35.93,28.107,5.88,5.131,75.276,False,54.58,-6.48,-44.301,549.235,7.5541,97.6,165.978,-0.0551,0.3874,-0.3673,-0.00213,0.00981,-0.00233,NOMINAL,2054907.0,3.0,NOMINAL,967500.0,4.0,NOMINAL,1617673.0,1.0,NOMINAL,537229.0,3.0,NOMINAL,1690418.0,0.0,NOMINAL,1899295.0,2.0,-86.743,14.25,2.56908e-06,176.0,4.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,B,2026-06-01T00:08:30Z,18.0,[],0x634fc500,18.968,22.866,14.43,14.48,28.034,5.72,3.676,75.847,True,27.41,-5.519,-45.577,549.078,7.6393,97.6,165.978,-0.0309,-0.488,-0.0027,0.00705,0.0084,0.00313,NOMINAL,1686071.0,0.0,NOMINAL,730546.0,2.0,NOMINAL,287827.0,3.0,NOMINAL,1094594.0,0.0,NOMINAL,2316382.0,5.0,NOMINAL,549889.0,4.0,-86.616,8.44,1.70953e-06,55.0,5.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,B,2026-06-01T00:09:00Z,19.0,[],0x74fefd13,17.615,22.956,67.85,20.78,27.875,5.779,3.232,75.657,False,98.85,-6.641,-44.721,549.192,7.5903,97.6,165.978,0.4735,0.3144,-0.2013,-0.00563,0.00625,-0.00598,DEGRADED,736376.0,1.0,NOMINAL,1111771.0,0.0,SAFE_MODE,2423939.0,5.0,NOMINAL,785352.0,3.0,SAFE_MODE,325830.0,3.0,NOMINAL,1068859.0,4.0,-87.387,17.48,4.47841e-06,85.0,1.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3821.0,A,2026-06-01T00:09:30Z,20.0,[],0x3838638,17.263,22.379,-23.27,28.61,27.947,5.693,3.233,75.101,False,73.76,-6.316,-45.362,548.699,7.5827,97.6,165.978,-0.3583,0.4505,-0.0407,0.00188,-0.00498,-0.00057,NOMINAL,2534164.0,0.0,NOMINAL,1718779.0,4.0,NOMINAL,2055700.0,1.0,NOMINAL,193017.0,0.0,NOMINAL,1878627.0,4.0,NOMINAL,1970775.0,3.0,-86.709,14.51,6.68583e-06,23.0,1.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
